Customer Status,Customer ID,Age,City,Zip Code,Latitude,Longitude,Internet Type,Phone Service,Gender,Tenure in Months,Monthly Charge,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Contract,Paperless Billing,Payment Method,Streaming Movies,Streaming TV
Churned,W974839,19,Houston,77014,29.9805,-95.46358,,Yes,Female,15.37783,172.4848,151.63669441666667,Yes,Yes,No,No,Month-to-month,No,Electronic Check,Yes,No
Stayed,Y140735,45,Houston,77093,29.86227,-95.341,DSL,Yes,Female,3.857792,152.4624,103.20497466666666,Yes,No,No,No,Two Year,No,Electronic Check,No,Yes
Churned,J957601,76,Clayton,99110,48.01216,-117.5764,,Yes,Female,13.57249,175.1331,128.44041158333332,No,No,No,No,Month-to-month,No,Bank Withdrawal,Yes,Yes
Churned,U121835,84,Lyman,98263,48.52191,-122.067,,No,Female,20.89442,220.1615,184.21050849999997,No,No,Yes,No,Month-to-month,Yes,Bank Withdrawal,Yes,Yes
Churned,B60959,30,Belden,38826,34.30573,-88.84611,DSL,Yes,Male,7.565171,149.9741,128.42434166666666,Yes,Yes,No,No,Month-to-month,No,Mailed Check,No,No
Stayed,S102431,55,Monticello,53570,42.73923,-89.61868,Fiber Optic,Yes,Female,3.048345,144.9607,48.16474004166667,No,No,No,No,Two Year,No,Mailed Check,No,No
Stayed,S611900,73,Mather,15346,39.93545,-80.0753,,Yes,Female,11.62262,139.9861,119.247208,Yes,No,No,No,Two Year,No,Mailed Check,No,Yes
Churned,B167906,33,Yauco,698,18.06728,-66.85273,DSL,Yes,Male,7.280799,212.6415,143.06298366666667,No,No,Yes,Yes,Month-to-month,No,Bank Withdrawal,Yes,Yes
Stayed,G315668,44,London,72847,35.37373,-93.27199,DSL,Yes,Male,7.567398,139.9875,106.880672,Yes,No,No,Yes,Month-to-month,Yes,Electronic Check,No,No
Churned,Y247424,74,North Dartmouth,2747,41.66783,-71.01627,DSL,Yes,Female,19.49059,235.1555,225.77808433333334,Yes,No,Yes,No,One year,No,Mailed Check,Yes,Yes
Stayed,P49053,64,Beaumont,39423,31.17101,-88.91489,Fiber Optic,Yes,Male,17.39814,159.965,141.8632725,No,No,Yes,No,Month-to-month,No,Credit Card,Yes,No
Churned,Y34797,46,Buffalo,14225,42.92895,-78.75165,,Yes,Male,1.273256,245.1612,82.1634825,Yes,Yes,No,Yes,Two Year,Yes,Electronic Check,Yes,Yes
Churned,X471199,19,Dayton,45410,39.74803,-84.15815,DSL,Yes,Male,2.871903,152.4742,105.18127208333334,No,No,Yes,Yes,One year,No,Electronic Check,Yes,No
Stayed,B687215,88,Bowerston,44695,40.43674,-81.17831,Fiber Optic,Yes,Female,3.443373,137.4392,36.775330333333336,No,No,No,No,Month-to-month,No,Mailed Check,No,Yes
Churned,O181876,59,Haw River,27258,36.03623,-79.32597,,No,Female,1.110729,210.1518,60.35692276666666,No,Yes,Yes,No,Month-to-month,Yes,Credit Card,Yes,Yes
Stayed,D281561,60,Memphis,38115,35.05496,-89.86356,Fiber Optic,Yes,Female,10.45425,179.9476,95.28162933333334,No,No,No,No,Two Year,No,Electronic Check,Yes,No
Churned,L196466,41,Strykersville,14145,42.73004,-78.42813,Fiber Optic,Yes,Male,3.613491,204.9797,62.94521784166667,No,No,Yes,Yes,Month-to-month,No,Credit Card,Yes,No
Stayed,S658766,66,Greenville,48838,43.18392,-85.25749,,Yes,Male,23.28091,117.4835,190.91834825,Yes,No,No,No,Two Year,No,Credit Card,Yes,No
Churned,L20895,56,Woodworth,58496,47.14748,-99.32907,Fiber Optic,Yes,Female,5.799929,179.9794,58.519257775,No,Yes,Yes,No,Month-to-month,Yes,Electronic Check,No,No
Stayed,G416862,24,Elwood,46036,40.29519,-85.83109,Fiber Optic,Yes,Female,3.636783,137.4872,44.15462614166666,No,No,Yes,Yes,Month-to-month,No,Electronic Check,No,No
Stayed,V472281,44,West Unity,43570,41.58705,-84.44006,,Yes,Male,2.149118,120.0035,59.80859793333334,Yes,No,Yes,No,One year,No,Electronic Check,No,Yes
Churned,G223009,28,Lincoln,68510,40.80653,-96.63596,Fiber Optic,No,Male,11.6573,162.4713,120.63138325,No,No,Yes,Yes,Month-to-month,No,Credit Card,No,Yes
Stayed,K322836,52,Cedaredge,81413,38.9572,-107.9549,DSL,Yes,Nonbinary,4.283128,149.9378,83.60930116666667,No,Yes,No,No,One year,No,Bank Withdrawal,Yes,No
Stayed,L613081,19,Velma,73491,34.4765,-97.65173,DSL,Yes,Female,18.21715,117.4392,193.52835216666665,No,No,No,No,Month-to-month,Yes,Electronic Check,No,Yes
Stayed,P854609,37,State College,16803,40.80167,-77.89961,Fiber Optic,Yes,Female,7.571234,147.4738,77.50543582499999,No,Yes,Yes,No,Two Year,Yes,Mailed Check,No,No
Churned,L659694,21,Cameron,86020,35.99212,-111.5037,,Yes,Male,20.87125,177.6508,203.4926255833333,Yes,No,No,No,Month-to-month,Yes,Electronic Check,Yes,Yes
Stayed,I830183,75,Yukon,73099,35.52828,-97.76233,Fiber Optic,Yes,Male,8.83974,162.4689,79.95152104166667,Yes,No,No,Yes,One year,Yes,Credit Card,Yes,No
Stayed,K652765,51,Rocklin,95765,38.81861,-121.2781,,No,Male,10.86612,127.5067,100.83038391666666,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic Check,No,No
Churned,W121980,69,Arvada,82831,44.62376,-106.0692,DSL,Yes,Male,12.38916,152.4579,151.22595016666665,No,Yes,Yes,No,Month-to-month,No,Electronic Check,No,Yes
Churned,T879160,43,Alicia,72410,35.93353,-91.09786,Fiber Optic,Yes,Female,7.934658,147.4783,85.94402808333332,Yes,No,No,No,Month-to-month,No,Credit Card,No,No
Stayed,B714519,62,Maynard,56260,44.96579,-95.48291,Fiber Optic,Yes,Male,23.75492,157.4836,178.504041,No,No,Yes,No,One year,No,Mailed Check,No,No
Stayed,S297468,23,Matthews,46957,40.38836,-85.49633,DSL,Yes,Male,1.598259,107.4958,98.25330166666667,Yes,No,Yes,No,One year,Yes,Bank Withdrawal,No,No
Stayed,V435676,72,Kilgore,69216,42.9872,-100.9873,DSL,Yes,Male,4.83659,120.0049,81.68372643333333,Yes,No,Yes,Yes,Two Year,No,Electronic Check,No,No
Stayed,B782212,22,Bakersfield,93311,35.19414,-119.1744,,Yes,Male,28.31146,114.9658,225.89161016666665,No,No,No,No,Two Year,Yes,Electronic Check,Yes,No
Stayed,Z777846,36,Palisades,10964,41.01624,-73.91438,Fiber Optic,Yes,Female,8.161101,140.0049,72.90488480833334,Yes,No,Yes,Yes,Two Year,Yes,Credit Card,No,No
Stayed,T620393,71,Orient,43146,39.77433,-83.14164,DSL,Yes,Female,10.55165,159.9794,121.32428916666667,No,Yes,Yes,No,Month-to-month,No,Bank Withdrawal,No,No
Churned,O179523,63,San Antonio,33576,28.32589,-82.32911,Fiber Optic,Yes,Female,2.353582,169.9928,28.167675525000003,No,No,Yes,Yes,Month-to-month,Yes,Mailed Check,No,No
Stayed,K240876,74,Cottonwood,36320,31.05082,-85.31533,,Yes,Female,5.317775,129.995,68.55103698333333,No,No,Yes,Yes,One year,No,Credit Card,No,Yes
Stayed,W627535,63,West Baldwin,4091,43.83211,-70.75141,,Yes,Male,1.295137,105.011,37.19405329166667,No,No,Yes,Yes,Month-to-month,Yes,Electronic Check,No,No
Churned,L485651,67,Ross,58776,48.24281,-102.6139,DSL,Yes,Female,14.70737,164.9715,158.81002791666666,Yes,No,No,Yes,Month-to-month,Yes,Mailed Check,No,Yes
Stayed,D39042,36,Tombstone,85638,31.71507,-110.0509,,Yes,Female,7.863565,127.5112,69.77367824166667,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,No,No
Churned,P52455,84,Pittsville,24139,37.01141,-79.47875,DSL,Yes,Male,9.321719,162.4833,118.32854916666668,Yes,Yes,No,Yes,Month-to-month,No,Electronic Check,No,No
Stayed,B329338,24,Anchorage,99501,61.22034,-149.857,Fiber Optic,Yes,Male,4.561449,182.497,74.495249875,Yes,Yes,Yes,No,Month-to-month,No,Electronic Check,No,No
Stayed,X656608,88,Palco,67657,39.21027,-99.61998,Fiber Optic,Yes,Female,4.278123,147.4601,34.35013343333333,No,Yes,No,Yes,Month-to-month,No,Mailed Check,No,No
Stayed,R710663,39,Seattle,98108,47.54126,-122.313,,Yes,Male,5.876252,114.9838,57.81117534166666,No,Yes,No,Yes,Month-to-month,Yes,Bank Withdrawal,No,No
Stayed,K429689,27,Senecaville,43780,39.91755,-81.43855,,Yes,Female,4.674127,112.4844,51.52364729166666,No,No,No,No,Month-to-month,No,Electronic Check,No,No
Stayed,Q994510,23,Mohawk,49950,47.38063,-88.11998,Fiber Optic,No,Female,2.912281,137.4686,46.124520499999996,Yes,Yes,No,No,Month-to-month,Yes,Credit Card,No,No
Stayed,K562152,57,Eielson Afb,99702,64.64824,-147.049,DSL,Yes,Male,7.896421,142.5007,119.63831033333334,Yes,Yes,Yes,Yes,Month-to-month,No,Credit Card,No,No
Stayed,I340772,59,Sale City,31784,31.25813,-84.0423,,Yes,Male,5.115763,117.5152,78.11393265833333,Yes,Yes,Yes,No,One year,Yes,Electronic Check,No,No
Stayed,N685548,35,Corsicana,75109,32.04523,-96.35405,,Yes,Male,3.911083,172.4848,80.956395375,Yes,Yes,No,No,Two Year,Yes,Credit Card,Yes,No
Churned,E999597,77,Veneta,97487,43.9862,-123.3909,DSL,Yes,Male,5.096104,117.4392,81.74869131666667,No,No,No,No,Month-to-month,No,Credit Card,No,Yes
Stayed,B854734,28,Yulee,32097,30.66379,-81.62966,Fiber Optic,Yes,Female,2.277916,149.9598,43.33566675833333,Yes,No,No,No,Two Year,No,Mailed Check,Yes,No
Stayed,H858502,72,Cahone,81320,37.72182,-108.7334,,No,Female,11.30129,112.4844,81.91467859166666,No,No,No,No,Month-to-month,Yes,Bank Withdrawal,No,No
Stayed,E838812,78,Oklahoma City,73127,35.47757,-97.6539,,Yes,Female,33.6803,129.9926,241.88985016666666,Yes,No,No,Yes,Month-to-month,Yes,Mailed Check,Yes,No
Stayed,T332168,80,Ackerman,39735,33.34737,-89.18525,DSL,Yes,Female,16.66607,117.4686,156.35645016666666,Yes,Yes,No,No,Two Year,Yes,Credit Card,No,No
Stayed,U913708,44,Boyne Falls,49713,45.21438,-84.85253,Fiber Optic,Yes,Male,16.15713,169.9378,147.28706016666666,No,Yes,No,No,Two Year,Yes,Credit Card,Yes,No
Stayed,C461781,45,Griffithville,72060,35.08408,-91.60119,Fiber Optic,Yes,Male,2.976407,204.9634,75.311101,No,Yes,Yes,No,Month-to-month,Yes,Bank Withdrawal,No,Yes
Churned,J159507,23,Homer,99603,59.52457,-151.2287,DSL,Yes,Male,3.235443,127.4783,85.24415575,Yes,No,No,No,Month-to-month,Yes,Electronic Check,No,No
Stayed,A224472,75,Frederica,19946,39.03423,-75.45415,,Yes,Male,13.59261,210.1518,150.26551316666666,No,Yes,Yes,No,One year,No,Mailed Check,Yes,Yes
Churned,K617337,71,Elizabeth,47117,38.10535,-85.97309,Fiber Optic,Yes,Female,8.808902,172.4441,86.24949308333333,No,Yes,No,Yes,Month-to-month,Yes,Credit Card,No,Yes
Stayed,I526734,57,Cape Coral,33990,26.62789,-81.94331,DSL,Yes,Female,4.560311,162.4653,91.45059733333333,Yes,No,No,No,One year,Yes,Bank Withdrawal,Yes,No
Stayed,G699718,78,Gardiner,59030,45.08482,-110.5725,,Yes,Male,20.34377,120.0035,164.49347666666668,Yes,No,Yes,No,Two Year,Yes,Bank Withdrawal,No,Yes
Stayed,W995393,63,Norris,37828,36.19797,-84.06905,Fiber Optic,Yes,Female,20.86192,149.9621,161.94164441666666,No,No,Yes,No,Two Year,No,Bank Withdrawal,No,Yes
Stayed,U784524,71,Helix,97835,45.91001,-118.7866,Fiber Optic,Yes,Female,20.5032,182.4608,172.38950441666668,No,Yes,Yes,No,One year,No,Credit Card,Yes,No
Stayed,C67850,30,Battletown,40104,38.09163,-86.34151,Fiber Optic,Yes,Female,11.92723,169.9741,119.45948458333334,Yes,Yes,No,No,Two Year,No,Electronic Check,No,No
Stayed,I693971,39,Columbus,43227,39.94485,-82.88937,Fiber Optic,Yes,Male,9.47414,137.4872,84.2064735,No,No,Yes,Yes,Month-to-month,Yes,Mailed Check,No,No
Churned,Q52428,72,Three Forks,59752,45.9492,-111.5064,Fiber Optic,Yes,Female,8.116071,172.4624,82.7501926,Yes,No,No,No,Month-to-month,No,Mailed Check,No,Yes
Churned,T770495,77,Merchantville,8109,39.95038,-75.05044,Fiber Optic,Yes,Female,7.490867,182.497,78.290730475,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic Check,No,No
Stayed,H106495,59,Allison,15413,39.98532,-79.87133,,No,Female,9.447103,152.4952,95.75080675,Yes,No,No,Yes,Two Year,No,Credit Card,No,Yes
Stayed,T273994,48,Annawan,61234,41.42078,-89.91831,Fiber Optic,Yes,Male,5.848803,182.447,68.47145103333334,No,Yes,No,Yes,Month-to-month,Yes,Bank Withdrawal,Yes,No
Churned,D18475,89,Oklahoma City,73121,35.52108,-97.4409,DSL,Yes,Male,7.283366,139.9512,98.82098500000001,No,No,No,Yes,Month-to-month,No,Credit Card,Yes,No
Churned,T900913,78,Coulterville,62237,38.18906,-89.5691,,Yes,Male,1.866832,149.9707,35.65074043333333,No,Yes,No,Yes,Month-to-month,No,Bank Withdrawal,Yes,No
Churned,S312870,59,Santa Maria,93454,34.93667,-120.2348,,Yes,Female,2.240146,187.656,60.236247375,No,No,Yes,No,Month-to-month,Yes,Electronic Check,Yes,Yes
Churned,N290240,21,Danville,61832,40.13617,-87.63648,DSL,No,Nonbinary,3.992629,152.4742,105.11112508333333,No,No,Yes,Yes,Month-to-month,Yes,Credit Card,Yes,No
Stayed,F330383,61,New Milford,7646,40.93369,-74.01956,,No,Female,1.671807,120.0035,42.85277889166667,Yes,No,Yes,No,One year,No,Electronic Check,No,Yes
Churned,P351564,25,Duck Hill,38925,33.62764,-89.63211,DSL,Yes,Male,10.35779,127.4421,134.37406683333333,No,No,No,No,Month-to-month,Yes,Credit Card,Yes,No
Stayed,J834972,53,Courtland,35618,34.64788,-87.30612,DSL,Yes,Female,22.52336,174.9699,215.65797958333334,No,Yes,Yes,Yes,Month-to-month,No,Mailed Check,Yes,No
Stayed,O983275,30,Levasy,64066,39.1382,-94.12649,,Yes,Male,15.84313,172.4871,162.13458816666667,No,Yes,Yes,No,One year,No,Mailed Check,No,Yes
Churned,N367856,69,Wetumpka,36092,32.61799,-86.19335,DSL,Yes,Female,16.64015,182.4433,179.91671591666667,No,Yes,No,No,Month-to-month,No,Bank Withdrawal,Yes,No
Stayed,C250137,22,Alexandria,63430,40.38959,-91.54038,DSL,Yes,Nonbinary,4.434036,162.4676,108.4318345,No,No,Yes,No,Two Year,No,Credit Card,No,Yes
Churned,P764987,40,Lenexa,66220,38.96109,-94.82148,Fiber Optic,Yes,Female,6.318781,195.0062,75.62616453333334,Yes,Yes,Yes,Yes,Month-to-month,No,Credit Card,No,No
Churned,Z606822,51,Newark,94560,37.52038,-122.031,DSL,Yes,Male,17.18815,255.1336,224.39285208333334,No,Yes,Yes,No,One year,Yes,Electronic Check,Yes,Yes
Churned,K431806,30,Frederick,21703,39.36777,-77.46957,DSL,Yes,Female,2.14479,104.9781,79.25228887499999,No,No,Yes,No,Two Year,Yes,Credit Card,No,No
Churned,S530674,41,Fulton,49052,42.11428,-85.32073,DSL,Yes,Female,9.19773,142.5007,141.43053375,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed Check,No,No
Churned,W347019,37,Bowman,58623,46.18895,-103.4257,Fiber Optic,Yes,Female,5.88788,162.4827,72.621571525,Yes,No,Yes,No,Month-to-month,Yes,Mailed Check,Yes,No
Churned,M537561,42,Solon,4979,44.943,-69.79266,,Yes,Male,11.21368,242.6573,151.59938358333332,No,Yes,Yes,No,Month-to-month,Yes,Mailed Check,Yes,Yes
Stayed,J706158,64,Birch Tree,65438,36.92524,-91.50254,Fiber Optic,Yes,Female,5.213752,147.4601,47.29602676666667,No,Yes,No,Yes,Month-to-month,Yes,Mailed Check,No,No
Stayed,M252621,58,Mocksville,27028,35.92348,-80.57515,DSL,Yes,Female,1.215614,152.4441,64.71490573333334,No,Yes,No,Yes,Two Year,No,Credit Card,No,Yes
Stayed,B256842,75,Roxobel,27872,36.19493,-77.2603,,Yes,Female,4.226363,114.9976,36.58762218333333,No,Yes,Yes,No,Month-to-month,No,Bank Withdrawal,No,No
Stayed,W803351,38,Notasulga,36866,32.55437,-85.71545,DSL,Yes,Male,11.70321,119.9568,143.78553250000002,Yes,No,No,No,Month-to-month,Yes,Electronic Check,No,Yes
Churned,T168495,30,Chino,91708,33.95398,-117.6405,Fiber Optic,Yes,Male,7.2247,164.9889,88.38924158333333,Yes,No,Yes,Yes,Month-to-month,No,Bank Withdrawal,No,Yes
Churned,C565791,52,Black River,48721,44.80513,-83.34554,DSL,Yes,Female,4.548296,162.4833,95.31692216666666,Yes,Yes,No,Yes,Month-to-month,No,Electronic Check,No,No
Churned,Z888878,47,Lyons Falls,13368,43.63877,-75.27511,Fiber Optic,Yes,Male,19.2087,192.4567,160.69686333333334,No,No,No,Yes,Month-to-month,Yes,Electronic Check,Yes,No
Stayed,Z958847,33,Laura,61451,40.94578,-89.93875,DSL,Yes,Male,4.087832,149.9447,92.88162958333334,No,No,No,No,One year,No,Electronic Check,No,Yes
Stayed,N11819,47,Hennepin,61327,41.22683,-89.30943,,Yes,Male,1.177776,82.49655,26.748440733333336,Yes,No,No,No,Month-to-month,Yes,Electronic Check,No,No
Stayed,L303301,74,Schlater,38952,33.62118,-90.34601,DSL,Yes,Male,12.75835,139.965,152.1693065,No,No,Yes,No,Two Year,Yes,Credit Card,Yes,No
Stayed,B311103,62,Sherwood,37376,35.04786,-85.95589,DSL,Yes,Female,3.079288,104.9781,58.932428175000005,No,No,Yes,No,Two Year,No,Electronic Check,No,No
Stayed,D952460,35,Primrose,68655,41.65525,-98.25059,Fiber Optic,Yes,Female,7.116216,112.4551,54.88616350833333,No,No,No,No,Month-to-month,Yes,Credit Card,No,No
Churned,H958211,49,Glenford,12433,42.00337,-74.15849,,Yes,Female,5.315954,232.652,96.97039616666666,Yes,Yes,No,No,Month-to-month,Yes,Bank Withdrawal,Yes,Yes
Stayed,H873603,78,Edmond,73012,35.66753,-97.59363,Fiber Optic,Yes,Female,7.735821,194.9699,83.65959041666666,No,Yes,Yes,Yes,Month-to-month,Yes,Credit Card,Yes,No
Churned,E645585,19,Farmland,47340,40.18107,-85.1323,DSL,Yes,Female,4.473582,142.4689,93.03972616666665,Yes,No,No,Yes,Month-to-month,No,Bank Withdrawal,Yes,No
Churned,I119198,37,Burbank,91501,34.20052,-118.2958,Fiber Optic,Yes,Female,4.926111,227.4754,71.41081902500001,No,Yes,Yes,Yes,Month-to-month,Yes,Credit Card,Yes,No
Churned,J519616,27,Englewood,80113,39.64216,-104.9625,,Yes,Male,16.22394,197.6288,171.68635208333333,No,Yes,No,No,One year,Yes,Bank Withdrawal,Yes,Yes
Stayed,R939963,57,Temple,3084,42.82853,-71.85495,DSL,No,Female,13.05964,172.4705,150.31388933333332,No,No,Yes,No,Two Year,Yes,Credit Card,Yes,No
Stayed,H714009,71,West Forks,4985,45.37082,-69.94296,DSL,Yes,Male,20.87922,127.4738,202.96533516666668,No,Yes,Yes,No,Month-to-month,No,Electronic Check,No,No
Stayed,J614079,87,Camano Island,98282,48.18657,-122.4707,DSL,Yes,Female,13.07421,149.9378,134.39249941666665,No,Yes,No,No,Two Year,No,Bank Withdrawal,Yes,No
Stayed,I898708,55,Montchanin,19710,39.79503,-75.58815,Fiber Optic,Yes,Male,4.078283,112.4551,35.53546415833333,No,No,No,No,Two Year,Yes,Credit Card,No,No
Churned,L575000,50,Grand Forks,58203,47.97219,-97.15495,Fiber Optic,Yes,Male,3.284958,182.4608,64.85008241666667,No,Yes,Yes,No,Month-to-month,No,Credit Card,Yes,No
Churned,P121501,24,Lookout,96054,41.26649,-121.1004,DSL,Yes,Female,5.645298,174.9744,105.67018733333333,Yes,No,No,Yes,Month-to-month,Yes,Mailed Check,Yes,No
Stayed,O991053,60,Bethesda,20817,38.99815,-77.14857,Fiber Optic,Yes,Male,19.91179,162.4713,170.81666533333336,No,No,Yes,Yes,Two Year,No,Mailed Check,No,Yes
Stayed,V599007,84,Bidwell,45614,38.92975,-82.27709,Fiber Optic,Yes,Female,24.94738,159.983,188.80216833333336,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,No,No
Stayed,Y790493,65,Mc Neil,71752,33.40087,-93.19549,Fiber Optic,Yes,Female,7.488398,207.4811,103.00105958333334,Yes,Yes,Yes,No,One year,Yes,Electronic Check,No,Yes
Stayed,O683824,33,Bunker Hill,46914,40.63118,-86.09558,Fiber Optic,No,Male,10.07156,204.9634,116.77496766666667,No,Yes,Yes,No,Two Year,Yes,Mailed Check,No,Yes
Stayed,J238568,72,Fort Myers,33916,26.63434,-81.83912,,Yes,Male,22.7117,182.4762,190.74867358333333,No,Yes,No,Yes,Two Year,Yes,Credit Card,Yes,No
Churned,C22138,18,Falcon,28342,35.19194,-78.64973,Fiber Optic,No,Female,14.7094,182.4538,141.74843816666666,No,No,No,Yes,Month-to-month,Yes,Mailed Check,No,Yes
Stayed,C827453,58,San Jose,95148,37.33539,-121.7793,Fiber Optic,Yes,Male,17.02059,147.4601,128.71527975,No,Yes,No,Yes,Month-to-month,Yes,Credit Card,No,No
Stayed,S123232,21,Syracuse,45779,38.99819,-81.97175,Fiber Optic,Yes,Female,18.81173,160.0013,163.05913308333334,Yes,No,Yes,No,Two Year,No,Electronic Check,No,No
Churned,X680212,36,Rio Vista,76093,32.21723,-97.3949,Fiber Optic,Yes,Female,1.481306,207.6094,54.243334508333334,No,No,No,No,Month-to-month,Yes,Bank Withdrawal,Yes,Yes
Churned,H232921,81,Emerson,51533,41.03613,-95.38042,DSL,Yes,Female,16.55879,257.6513,209.11393116666667,Yes,Yes,Yes,No,One year,Yes,Electronic Check,Yes,Yes
Churned,D71220,28,Bent Mountain,24059,37.15457,-80.13587,Fiber Optic,Yes,Female,2.657783,252.624,78.51459745,No,No,No,Yes,One year,No,Electronic Check,Yes,Yes
Churned,W397726,26,Eads,38028,35.1831,-89.63486,Fiber Optic,Yes,Male,12.29093,204.961,140.63426783333333,Yes,Yes,No,No,Month-to-month,Yes,Bank Withdrawal,Yes,No
Stayed,K218632,64,Carver,55315,44.71842,-93.68698,Fiber Optic,Yes,Female,13.02429,147.4601,103.19299408333335,No,Yes,No,Yes,Month-to-month,Yes,Bank Withdrawal,No,No
Churned,Z624812,58,Milltown,8850,40.44724,-74.44011,DSL,Yes,Female,9.741749,162.4676,135.52745291666668,No,No,Yes,No,Month-to-month,Yes,Electronic Check,No,Yes
Churned,N275888,41,Westport,47283,39.1734,-85.58859,DSL,Yes,Female,15.49078,174.9581,181.30064675000003,Yes,Yes,No,No,Month-to-month,Yes,Bank Withdrawal,No,Yes
Churned,Q642279,22,Point Baker,99927,56.251,-133.3757,Fiber Optic,No,Female,5.962119,287.6427,107.38287566666666,No,Yes,Yes,Yes,Month-to-month,No,Credit Card,Yes,Yes
Churned,E468347,45,Bangor,49013,42.30567,-86.10846,Fiber Optic,Yes,Female,3.831822,257.6549,94.52002566666665,Yes,Yes,Yes,Yes,One year,No,Bank Withdrawal,Yes,Yes
Stayed,L562712,87,Lisman,36912,32.23516,-88.3045,Fiber Optic,Yes,Female,7.374499,172.4624,86.415278,Yes,No,No,No,Two Year,Yes,Credit Card,No,Yes
Churned,R568011,37,Soso,39480,31.71063,-89.31219,DSL,Yes,Male,8.980916,222.6326,160.95123875,Yes,No,No,No,Month-to-month,Yes,Credit Card,Yes,Yes
Churned,O889869,76,Columbus,31903,32.41475,-84.95323,DSL,Yes,Male,16.05745,117.4392,161.99845575,No,No,No,No,Month-to-month,Yes,Credit Card,No,Yes
Stayed,W194911,77,Johnstown,15904,40.30342,-78.84492,Fiber Optic,Yes,Male,20.7012,169.9447,159.84074166666667,No,No,No,No,One year,No,Electronic Check,No,Yes
Stayed,X65089,63,Reeder,58649,46.12096,-102.9136,Fiber Optic,Yes,Male,8.462066,159.9512,79.51518330833333,No,No,No,Yes,Month-to-month,No,Credit Card,Yes,No
Churned,H728463,65,Oak Grove,64075,39.00029,-94.14524,,Yes,Male,7.646165,114.9658,75.6027713,No,No,No,No,Month-to-month,Yes,Mailed Check,Yes,No
Stayed,T334455,27,Alexandria,43001,40.08865,-82.61363,DSL,Yes,Male,7.704545,119.9568,134.879787,Yes,No,No,No,Two Year,Yes,Mailed Check,No,Yes
Stayed,T115827,53,Morton,19070,39.90623,-75.32471,Fiber Optic,Yes,Female,3.767302,169.9928,43.1183595,No,No,Yes,Yes,Month-to-month,Yes,Electronic Check,No,No
Churned,O852035,78,Guinda,95637,38.83411,-122.2369,,Yes,Male,2.560691,207.6386,62.620760325,No,No,No,No,Month-to-month,No,Electronic Check,Yes,Yes
Stayed,Z991519,45,Valmeyer,62295,38.27929,-90.31335,DSL,Yes,Nonbinary,5.095356,114.9509,85.45734208333333,No,Yes,No,No,Two Year,Yes,Mailed Check,No,No
Churned,E253261,32,Pikeville,41501,37.51609,-82.51725,Fiber Optic,Yes,Female,9.231083,192.4885,88.86524566666667,No,Yes,Yes,Yes,Month-to-month,No,Electronic Check,No,No
Stayed,Z698158,63,Omaha,68118,41.26318,-96.17743,DSL,Yes,Female,2.531394,127.4738,65.31600084166666,No,Yes,Yes,No,Month-to-month,No,Electronic Check,No,No
Churned,Z39870,81,Bangs,76823,31.70119,-99.15992,,Yes,Male,3.811111,200.1652,74.36440341666666,No,No,Yes,Yes,Two Year,Yes,Electronic Check,Yes,Yes
Stayed,R590860,72,Wernersville,19565,40.34286,-76.08642,Fiber Optic,Yes,Male,12.80172,182.4676,116.92883433333333,No,No,Yes,No,Month-to-month,No,Bank Withdrawal,No,Yes
Churned,R622504,56,Birmingham,35229,33.46558,-86.7891,DSL,Yes,Male,12.66908,174.9882,158.47900141666665,Yes,No,Yes,No,One year,Yes,Electronic Check,Yes,No
Churned,J08039,49,San Francisco,94117,37.76975,-122.4482,DSL,Yes,Male,4.860179,162.4608,112.90239858333332,No,Yes,Yes,No,Month-to-month,Yes,Electronic Check,Yes,No
Churned,J936906,22,Cavalier,58220,48.79351,-97.71428,DSL,Yes,Male,4.610249,184.9634,116.94758458333332,No,Yes,Yes,No,Month-to-month,Yes,Electronic Check,No,Yes
Stayed,D322615,23,Rhoadesville,22542,38.29321,-77.88264,Fiber Optic,Yes,Female,16.69091,169.9378,142.11608900000002,No,Yes,No,No,Month-to-month,Yes,Electronic Check,Yes,No
Churned,C406817,73,Andover,44003,41.62142,-80.58599,Fiber Optic,Yes,Male,8.249394,192.4705,93.192738,No,No,Yes,No,One year,Yes,Bank Withdrawal,Yes,No
Stayed,F347876,77,Fairpoint,43927,40.11878,-80.93607,DSL,No,Male,14.11275,107.482,146.82272633333335,Yes,No,No,Yes,Month-to-month,Yes,Mailed Check,No,No
Stayed,O265706,85,Nanty Glo,15943,40.47468,-78.83966,DSL,Yes,Female,11.70988,142.4713,130.82281891666665,No,No,Yes,Yes,One year,No,Electronic Check,No,Yes
Churned,Y604028,39,Lydia,29079,34.28637,-80.11376,DSL,Yes,Female,10.33785,242.6106,169.8799695,No,Yes,No,No,Month-to-month,Yes,Electronic Check,Yes,Yes
Churned,U589779,27,Saint Clair Shores,48082,42.52703,-82.88712,Fiber Optic,Yes,Male,10.81182,290.1604,151.88479483333333,Yes,Yes,Yes,Yes,One year,No,Credit Card,Yes,Yes
