,Churn,Age,Income,Email,Contacts,Tenure,MonthlyCharge,Bandwidth_GB_Year,Gender_Female,Gender_Male,Gender_Nonbinary,Area_Rural,Area_Suburban,Area_Urban,Marital_Divorced,Marital_Married,Marital_Never Married,Marital_Separated,Marital_Widowed
2076,0,67,48112.75,11,2,7.978289,92.5018,832.638565,1,0,0,1,0,0,0,1,0,0,0
2077,1,67,16944.5,18,1,11.61721,252.624,1671.56323,1,0,0,1,0,0,0,1,0,0,0
2078,0,36,60384.01,13,0,26.27061,114.9838,2405.424259,0,1,0,0,1,0,0,0,0,0,1
2079,1,68,116572.3,13,1,9.881597,220.1323,1366.505082,0,1,0,0,0,1,1,0,0,0,0
2080,1,67,10516.36,9,1,4.969544,194.9663,1345.940597,0,1,0,0,1,0,1,0,0,0,0
2081,0,67,41867.94,8,2,14.86711,137.4392,1415.406657,1,0,0,0,0,1,0,1,0,0,0
2082,1,52,16827.22,12,0,12.47887,200.1652,1558.262612,1,0,0,1,0,0,0,0,0,0,1
2083,1,77,86877.95,14,0,2.958575,162.4827,531.0770713,1,0,0,1,0,0,1,0,0,0,0
2084,1,36,45268.54,13,2,9.955486,129.9778,1557.295826,0,1,0,0,1,0,1,0,0,0,0
2085,1,48,60555.18,11,0,17.08264,149.9447,2160.951234,0,1,0,1,0,0,0,0,0,0,1
2086,1,25,21951.91,18,0,12.12823,194.9744,1464.752497,0,1,0,1,0,0,0,0,0,1,0
2087,0,63,15468.51,15,0,9.832835,152.5104,1583.398883,0,1,0,1,0,0,0,1,0,0,0
2088,1,19,10120.05,12,0,3.737401,240.1149,1010.521133,0,1,0,0,0,1,1,0,0,0,0
2089,0,39,2715.32,18,1,4.791566,147.4564,1085.979242,0,1,0,1,0,0,0,1,0,0,0
2090,0,44,100861.7,11,0,22.04122,192.4705,2261.179586,1,0,0,0,1,0,0,0,0,1,0
2091,0,47,27938.89,17,1,6.86392,104.9781,1128.042592,1,0,0,1,0,0,0,0,0,0,1
2093,0,19,48821.75,11,1,3.744207,117.4858,978.3026986,0,1,0,0,1,0,0,0,1,0,0
2094,0,70,29246.74,11,1,7.809364,152.4624,1572.631084,1,0,0,0,1,0,1,0,0,0,0
2095,1,72,61915.61,13,2,30.1778,230.1051,2978.208092,1,0,0,1,0,0,0,0,0,0,1
2096,1,34,115414.9,14,3,5.66162,172.4705,1478.422099,0,1,0,0,0,1,1,0,0,0,0
2097,1,76,38228.16,15,0,11.50316,232.6378,2050.942844,0,1,0,1,0,0,0,0,0,1,0
2098,1,30,17492.71,13,2,6.818283,217.484,1280.44084,0,1,0,1,0,0,1,0,0,0,0
2099,1,60,19410.35,12,2,10.48149,164.9785,1679.924727,1,0,0,1,0,0,0,0,1,0,0
2100,0,59,4425.26,11,0,5.459489,172.5104,773.1752584,1,0,0,1,0,0,0,1,0,0,0
2101,1,60,13909.89,7,3,6.363764,159.9642,845.9832801,1,0,0,1,0,0,1,0,0,0,0
2103,0,36,65731.64,15,1,11.07943,127.4421,1522.482247,1,0,0,0,1,0,1,0,0,0,0
2104,1,57,13929.56,14,1,13.0511,240.1149,1571.238893,1,0,0,0,1,0,0,0,0,1,0
2105,1,49,41181.43,14,2,18.381,202.4433,1943.652184,0,1,0,1,0,0,0,0,0,1,0
2106,1,83,30997.05,18,0,11.87278,107.4958,1464.845197,1,0,0,1,0,0,0,0,1,0,0
2107,1,77,53235.48,13,1,8.182907,172.4871,1178.372362,1,0,0,0,1,0,0,0,1,0,0
2108,0,29,34098.95,13,0,6.765777,137.4684,978.9249944,1,0,0,1,0,0,0,0,0,0,1
2109,1,62,38302.75,8,1,12.31839,142.4526,1821.920781,0,1,0,1,0,0,1,0,0,0,0
2110,1,84,34604.65,10,0,5.173292,232.6378,1366.649837,1,0,0,0,0,1,0,1,0,0,0
2111,1,44,23646.52,14,2,6.23273,172.4441,912.4311552,1,0,0,0,1,0,0,0,0,1,0
2112,1,37,101807.8,13,2,4.252913,242.6143,995.5630984,0,0,1,0,1,0,0,0,0,0,1
2113,1,19,48531.85,13,0,10.99952,220.1478,1794.594938,0,1,0,0,1,0,0,0,0,1,0
2114,1,78,103435.7,14,2,7.831744,159.9942,1016.19707,1,0,0,0,1,0,0,1,0,0,0
2115,1,83,7521.18,11,0,8.944195,174.991,1231.728594,0,1,0,1,0,0,0,0,0,1,0
2116,0,41,6740.05,11,2,19.72758,252.6378,2426.091797,0,1,0,0,0,1,1,0,0,0,0
2117,1,23,78026.55,13,1,5.003409,197.6288,1106.910603,1,0,0,0,1,0,0,0,0,0,1
2118,1,53,9790.18,10,0,11.53174,174.9768,1840.767702,0,1,0,1,0,0,0,0,0,1,0
2119,1,67,40978.57,14,1,14.29414,242.6326,1838.646452,1,0,0,0,1,0,0,0,0,1,0
2120,0,88,83234.64,7,0,28.28911,182.4538,2461.030222,1,0,0,0,0,1,0,0,0,0,1
2121,0,77,29681.02,9,2,27.98865,104.9643,2679.775265,1,0,0,0,1,0,1,0,0,0,0
2124,0,45,31486.98,11,1,16.85088,134.9509,1661.330631,0,1,0,0,0,1,0,1,0,0,0
2125,0,57,21482.85,9,0,16.6564,172.4441,1770.955679,0,1,0,0,1,0,0,1,0,0,0
2126,1,36,42345.0,12,0,8.275832,237.6549,2019.213435,0,1,0,0,1,0,0,1,0,0,0
2127,1,69,40134.85,13,3,1.789614,207.4673,568.2599017,0,1,0,0,1,0,1,0,0,0,0
2128,0,30,54713.59,18,1,5.943865,159.965,1039.286045,1,0,0,1,0,0,1,0,0,0,0
2129,1,44,68269.35,15,1,11.4255,192.4404,1452.597026,0,1,0,0,0,1,1,0,0,0,0
2130,1,25,22823.11,16,1,29.35795,277.6375,3232.873635,0,1,0,0,0,1,0,0,0,0,1
2131,1,31,61362.22,12,1,3.543665,149.9447,1121.849069,1,0,0,0,1,0,0,1,0,0,0
2132,1,64,36887.34,16,2,1.75453,220.1323,713.7053321,0,1,0,0,0,1,0,0,0,1,0
2133,0,48,50354.57,15,1,19.87069,149.9378,2472.105638,0,1,0,0,1,0,0,0,0,0,1
2134,1,31,14048.76,13,1,9.637159,202.6829,1639.666431,0,1,0,1,0,0,0,1,0,0,0
2135,1,22,67252.64,14,0,7.658218,277.6375,1417.62647,1,0,0,0,0,1,0,0,0,1,0
2136,1,57,35925.24,11,0,2.465822,242.6326,809.8918631,1,0,0,0,0,1,0,0,0,0,1
2137,0,23,25895.26,8,1,8.353798,139.9568,1117.452708,0,1,0,1,0,0,0,1,0,0,0
2138,1,52,31637.52,18,1,9.37017,255.1372,1428.317482,1,0,0,1,0,0,1,0,0,0,0
2139,0,69,84810.48,12,0,3.362461,127.4887,545.9811422,1,0,0,1,0,0,0,1,0,0,0
2140,0,61,18708.42,15,1,8.394454,184.9496,1566.320356,0,1,0,1,0,0,0,1,0,0,0
2141,1,84,68822.79,15,1,2.432366,107.4958,688.0396207,1,0,0,1,0,0,1,0,0,0,0
2142,1,54,64945.46,13,1,4.044068,104.9629,694.3512691,1,0,0,0,0,1,0,0,1,0,0
2143,1,67,50160.82,12,0,13.17391,127.4958,1179.636227,1,0,0,0,0,1,0,0,0,1,0
2144,1,40,22622.48,12,0,1.375567,235.1591,840.8676674,0,1,0,1,0,0,0,0,0,1,0
2145,1,37,53358.81,9,0,24.34252,202.6362,3276.40737,0,1,0,0,0,1,0,0,0,0,1
2146,1,29,30303.35,16,2,2.301376,225.1457,1408.898779,1,0,0,0,1,0,1,0,0,0,0
2147,0,23,27135.0,8,2,16.64818,92.45514,1923.285458,1,0,0,0,0,1,0,1,0,0,0
2148,0,36,21345.51,13,0,4.564096,149.9378,1113.404715,1,0,0,1,0,0,1,0,0,0,0
2149,1,76,22626.3,18,0,5.29727,132.466,1326.549878,0,1,0,1,0,0,0,0,1,0,0
2151,0,51,42912.49,12,2,6.03955,124.9781,685.3879681,0,1,0,0,0,1,0,0,0,0,1
2152,0,25,4855.88,11,1,4.749684,124.9607,982.9569892,1,0,0,0,1,0,1,0,0,0,0
2153,0,40,30543.93,13,3,21.61867,144.9607,1871.706612,1,0,0,1,0,0,1,0,0,0,0
2154,1,30,19284.89,11,1,15.51194,222.65,2196.073405,1,0,0,0,1,0,0,0,0,1,0
2155,0,19,44107.0,12,1,1.319201,107.4806,646.5215872,0,1,0,0,1,0,0,0,1,0,0
2156,0,21,32849.77,12,0,8.66647,160.0013,1094.644005,1,0,0,1,0,0,0,0,1,0,0
2157,1,65,4795.94,8,3,2.748652,235.1591,840.6246629,0,1,0,1,0,0,0,1,0,0,0
2158,1,51,44034.11,9,1,2.830635,240.1149,753.4677251,1,0,0,0,0,1,0,1,0,0,0
2159,1,86,55836.3,9,1,5.423869,184.9496,1179.381802,0,1,0,1,0,0,0,0,0,1,0
2160,1,52,7321.37,9,1,12.09638,222.6326,2028.886621,1,0,0,0,1,0,1,0,0,0,0
2161,0,68,70673.64,9,1,7.117565,117.4686,1133.237154,1,0,0,0,1,0,0,0,1,0,0
2162,1,89,62998.7,11,0,6.575242,159.9349,727.0646246,1,0,0,0,0,1,0,0,0,0,1
2163,1,18,60751.35,12,2,9.951059,262.6106,1539.085061,1,0,0,1,0,0,0,1,0,0,0
2164,1,33,26284.13,7,0,7.890163,210.127,1291.871722,1,0,0,0,1,0,0,0,0,0,1
2165,0,58,64117.45,8,0,1.230987,147.4713,394.202773,1,0,0,0,1,0,0,0,1,0,0
2166,1,65,23691.5,14,0,1.650984,247.6647,1328.483312,0,1,0,0,1,0,0,0,0,1,0
2167,1,86,17274.61,6,2,5.237873,197.4725,1249.287563,0,1,0,0,1,0,0,0,0,0,1
2168,0,80,52089.36,11,3,17.13556,194.9882,1693.253857,1,0,0,1,0,0,0,0,0,1,0
2169,1,86,44186.7,14,0,3.708394,162.447,883.6816755,1,0,0,0,1,0,1,0,0,0,0
2170,1,44,102090.5,12,0,5.582839,200.1465,1146.224262,0,1,0,0,1,0,0,0,0,0,1
2171,0,45,39569.58,12,1,16.02992,117.4835,1806.59355,1,0,0,0,1,0,0,1,0,0,0
2172,1,53,4033.46,14,2,3.523461,197.484,1173.915894,1,0,0,0,0,1,0,0,0,0,1
2173,1,35,11970.69,13,1,7.535729,114.9658,965.7588051,0,1,0,0,0,1,0,0,0,1,0
2174,1,60,18205.32,13,2,9.759887,172.4733,1175.631327,0,1,0,0,0,1,0,1,0,0,0
2175,0,71,26012.53,11,2,30.7698,117.4835,2744.394944,1,0,0,0,1,0,0,1,0,0,0
2177,0,46,24728.28,10,1,6.739405,245.175,1344.476361,1,0,0,0,0,1,0,0,1,0,0
2178,1,64,47079.18,11,2,3.383778,207.6094,762.0564475,0,1,0,0,0,1,0,0,0,1,0
2179,0,44,38310.04,13,0,4.632153,137.4392,945.5166208,0,1,0,1,0,0,0,0,1,0,0
2180,0,21,35022.32,9,0,1.900671,124.9781,516.253628,1,0,0,0,0,1,0,1,0,0,0
2181,1,26,27252.38,12,0,6.074592,220.1478,1197.913731,1,0,0,1,0,0,0,0,0,1,0
2182,0,75,72603.49,13,1,16.04075,134.9509,1321.951163,1,0,0,0,1,0,0,0,1,0,0
2183,1,81,1179.53,13,2,21.58352,202.4433,1988.072662,1,0,0,0,0,1,0,0,1,0,0
2184,1,27,78989.36,11,1,10.46977,159.9349,1341.803325,1,0,0,0,1,0,0,0,0,0,1
2185,0,75,36649.03,14,0,11.00764,184.961,1835.301769,0,1,0,0,0,1,1,0,0,0,0
2186,0,19,65762.88,16,0,17.55138,194.9525,2484.205678,0,1,0,0,0,1,0,0,1,0,0
2187,0,47,42200.98,16,1,7.675218,174.9581,1515.545459,1,0,0,0,0,1,0,0,0,0,1
2188,1,81,3456.77,11,1,8.907101,222.6326,1641.698648,1,0,0,0,1,0,0,0,1,0,0
2190,1,83,104548.7,11,0,4.836004,117.4872,786.6024394,1,0,0,0,1,0,0,0,0,0,1
2191,0,22,36224.99,13,0,7.109947,107.482,1245.2646,0,1,0,0,1,0,0,0,0,1,0
2192,1,59,52409.75,12,1,17.98438,159.9476,2197.871959,0,1,0,0,0,1,0,0,0,0,1
2194,1,81,25761.05,12,2,2.180679,162.4538,805.2602253,0,1,0,1,0,0,0,0,0,1,0
2195,0,26,61145.59,3,1,2.201845,167.4564,482.1944216,1,0,0,0,1,0,0,0,1,0,0
2196,0,67,91825.37,7,2,4.418468,137.4836,985.5470101,0,1,0,1,0,0,0,0,0,1,0
2197,0,19,44080.0,7,1,4.798977,127.475,746.7953574,1,0,0,0,0,1,0,1,0,0,0
2198,1,24,18445.73,14,1,14.1687,245.1457,2031.234186,0,1,0,1,0,0,0,0,1,0,0
2199,0,82,30801.14,7,2,4.927273,114.9509,1075.114258,0,0,1,0,0,1,0,0,0,1,0
2200,0,26,45814.19,12,3,10.7285,124.9607,1469.569398,1,0,0,1,0,0,0,0,0,1,0
2201,0,80,49276.44,11,0,4.028152,172.4742,558.7166007,0,1,0,1,0,0,1,0,0,0,0
2202,1,89,98189.95,15,1,26.74209,245.147,3121.880615,1,0,0,1,0,0,0,1,0,0,0
2203,1,19,24364.42,11,1,4.029419,137.4836,1244.250467,1,0,0,0,1,0,1,0,0,0,0
2204,1,20,18199.63,13,0,19.68549,200.1185,2766.730566,1,0,0,1,0,0,0,1,0,0,0
2205,0,60,38683.31,14,0,6.17382,194.9744,841.3922748,1,0,0,0,1,0,0,0,0,0,1
2206,0,86,18593.16,11,1,3.990716,134.9509,411.6028202,0,1,0,0,1,0,0,0,0,1,0
2207,0,35,21302.74,17,1,11.90634,172.4733,1495.042007,0,1,0,0,1,0,0,0,0,1,0
2208,1,47,16752.3,13,0,7.394788,265.1283,1449.160419,0,1,0,0,1,0,0,0,0,1,0
2209,0,41,11359.36,9,0,1.445549,104.9643,869.1995017,1,0,0,0,1,0,1,0,0,0,0
2210,0,41,75769.12,19,1,8.696181,112.4551,737.6363933,1,0,0,0,0,1,0,0,0,1,0
2211,0,40,51427.43,8,1,6.840972,195.0062,919.5165157,1,0,0,0,0,1,0,0,0,1,0
2212,0,28,65499.28,14,1,20.43585,134.9801,2021.193572,0,1,0,1,0,0,0,0,0,1,0
2213,0,40,38914.87,18,1,2.707119,187.5139,885.2339594,0,1,0,0,1,0,0,0,1,0,0
2214,0,60,44522.71,14,1,6.280617,92.45514,1106.403216,1,0,0,1,0,0,0,0,1,0,0
2215,1,61,13622.45,11,1,7.458443,214.9525,931.3751448,1,0,0,0,0,1,1,0,0,0,0
2216,1,70,26894.86,15,3,4.465592,232.6378,1463.186559,0,1,0,0,0,1,0,0,0,1,0
2217,0,39,33598.53,10,1,12.63822,159.9805,1385.435891,0,1,0,0,0,1,0,0,1,0,0
2218,0,32,4032.31,13,0,13.14986,182.4676,1515.763354,1,0,0,1,0,0,0,0,0,0,1
2219,1,28,32731.53,12,1,25.69631,225.1457,3298.322775,1,0,0,1,0,0,0,1,0,0,0
2220,0,29,33578.92,14,0,3.089663,149.9778,634.9659165,0,1,0,0,1,0,0,0,0,0,1
2221,0,83,58563.96,8,1,7.94384,144.9607,610.2392527,1,0,0,0,1,0,0,0,0,0,1
2222,0,73,60432.79,16,0,13.31739,117.4872,1606.689609,1,0,0,0,1,0,0,0,1,0,0
2223,0,33,9774.33,14,0,10.57654,162.4676,1792.965757,0,1,0,0,1,0,0,0,0,0,1
2224,1,46,60537.01,12,0,10.37052,182.4433,1772.190486,0,1,0,1,0,0,0,0,0,1,0
2225,1,66,72382.94,10,1,3.478065,147.4564,889.8305751,0,1,0,0,0,1,0,0,0,1,0
2226,1,45,24324.5,11,1,10.36313,172.4567,1685.196727,0,1,0,1,0,0,0,0,0,0,1
2227,0,33,37615.69,10,2,10.269,242.6326,1620.308367,1,0,0,0,0,1,0,0,1,0,0
2228,1,24,36024.36,13,1,9.526371,139.9816,1297.915797,1,0,0,0,1,0,0,0,0,0,1
2229,0,49,11247.19,9,0,10.39421,129.9621,1776.755229,0,1,0,0,1,0,0,1,0,0,0
2230,1,59,8233.96,14,0,10.32825,187.6094,1683.120743,1,0,0,1,0,0,1,0,0,0,0
2231,1,19,48228.96,13,1,13.85765,242.6281,1946.937264,0,1,0,0,1,0,0,0,0,0,1
2232,1,70,16662.12,12,1,4.338536,172.4404,1230.940963,0,1,0,0,0,1,0,0,0,1,0
2233,0,48,35433.48,12,2,8.492867,137.4616,1013.266498,1,0,0,0,0,1,0,0,0,0,1
2234,1,74,34422.88,14,3,2.649474,184.9634,1164.574248,0,1,0,1,0,0,1,0,0,0,0
2235,0,32,25712.78,11,0,18.5303,220.1185,2157.669912,1,0,0,1,0,0,0,0,1,0,0
2236,1,52,70459.21,10,0,4.970731,235.1372,1450.54664,1,0,0,0,0,1,1,0,0,0,0
2237,0,58,33109.91,13,0,2.493434,127.482,249.3579815,0,0,1,0,0,1,0,1,0,0,0
2238,0,44,18086.0,9,0,25.26752,159.983,2351.365618,0,1,0,1,0,0,0,0,1,0,0
2239,0,83,43598.48,17,0,3.020801,129.995,590.380115,0,1,0,1,0,0,0,1,0,0,0
2240,0,76,1476.14,12,2,4.905018,192.4404,782.6217803,0,1,0,0,0,1,0,1,0,0,0
2241,1,81,52085.92,12,1,1.198203,169.9378,276.5777606,1,0,0,0,1,0,0,0,0,0,1
2242,1,66,24165.59,7,0,1.366478,210.127,634.6246024,0,1,0,0,0,1,1,0,0,0,0
2243,1,28,21391.97,10,0,8.492902,207.4754,1653.756383,1,0,0,0,1,0,1,0,0,0,0
2244,0,83,52417.3,18,1,5.26283,127.4738,993.5285482,0,1,0,0,0,1,0,1,0,0,0
2245,1,60,44650.63,13,1,2.734669,174.9882,1228.5527,0,1,0,0,0,1,0,0,1,0,0
2246,0,18,36555.15,14,2,7.533801,172.5034,1151.972963,0,1,0,0,1,0,0,0,0,0,1
2247,0,63,38794.93,11,0,12.02081,149.9707,1401.33731,0,1,0,0,0,1,0,0,0,0,1
2248,1,57,45161.45,14,0,2.548892,190.127,1236.080387,0,1,0,1,0,0,1,0,0,0,0
2249,0,48,6975.47,14,1,3.459881,149.9741,971.0579616,1,0,0,1,0,0,0,0,1,0,0
2250,1,47,49799.5,9,1,4.674085,182.497,745.4775132,1,0,0,1,0,0,0,0,1,0,0
2251,0,77,18868.46,15,2,27.73225,192.4705,2588.510628,1,0,0,0,0,1,0,1,0,0,0
2252,1,77,80750.15,14,3,15.13792,182.4433,2128.992056,0,0,1,0,0,1,0,0,0,1,0
2253,0,71,5846.29,16,2,3.374565,139.9349,906.5332012,1,0,0,0,1,0,1,0,0,0,0
2254,0,74,18527.27,17,1,6.791156,179.9476,797.3327965,1,0,0,0,0,1,0,0,0,0,1
2255,1,39,15635.66,14,1,1.703799,127.4421,744.427424,1,0,0,1,0,0,0,0,0,0,1
2256,0,45,12233.26,13,2,5.229738,102.4746,534.4791223,1,0,0,0,0,1,0,0,0,0,1
2257,1,23,33976.92,10,0,1.4946,255.1555,1004.770111,0,1,0,1,0,0,0,0,0,0,1
2258,0,33,6288.9,10,0,12.51454,129.9926,1398.226038,0,1,0,0,1,0,0,0,1,0,0
2259,1,78,11520.48,9,1,12.85929,169.9447,1303.045672,0,1,0,1,0,0,1,0,0,0,0
2260,0,64,16359.9,14,1,12.72079,137.4392,1388.786045,0,1,0,0,0,1,1,0,0,0,0
2261,1,62,33860.71,18,2,4.066925,129.9926,590.2497674,1,0,0,1,0,0,0,0,0,1,0
2262,1,26,41037.45,11,0,19.98033,207.6094,2261.0457,1,0,0,1,0,0,0,0,1,0,0
2263,0,25,32479.8,11,1,11.53977,182.4676,1453.840704,0,1,0,0,0,1,0,0,1,0,0
2264,0,63,39653.8,17,1,4.719731,127.475,626.8266819,1,0,0,0,0,1,1,0,0,0,0
2265,1,21,11075.25,18,1,10.77918,262.6106,1658.673224,1,0,0,0,1,0,1,0,0,0,0
2266,0,62,17947.55,14,0,7.667371,235.1591,1345.843812,0,1,0,0,0,1,0,1,0,0,0
2267,0,74,20698.04,19,1,25.32558,277.6513,2914.993204,0,1,0,0,0,1,1,0,0,0,0
2269,0,26,16592.25,15,2,7.80313,142.4827,1652.589596,0,1,0,0,0,1,1,0,0,0,0
2270,1,86,43824.26,7,0,7.944389,212.6557,1237.129631,0,1,0,0,1,0,0,1,0,0,0
2271,1,18,81110.33,14,1,2.977062,139.965,1002.753144,1,0,0,1,0,0,0,0,0,1,0
2272,1,79,14493.59,14,0,6.403857,235.1372,1588.073926,0,1,0,0,0,1,0,0,0,0,1
2273,1,81,50836.65,17,2,15.88923,240.1149,2018.432674,0,1,0,0,0,1,0,0,0,1,0
2274,0,78,79369.7,14,3,10.91296,152.4579,1586.408716,1,0,0,1,0,0,0,1,0,0,0
2275,1,18,2995.33,3,1,16.16886,270.1604,2657.509636,1,0,0,1,0,0,0,0,0,1,0
2276,0,57,6707.83,13,0,6.542299,127.475,785.7678294,0,1,0,1,0,0,0,1,0,0,0
2277,0,51,12076.88,16,0,17.66747,92.45514,1966.502807,0,1,0,0,0,1,1,0,0,0,0
2278,0,35,81564.77,12,3,5.63873,159.965,843.9673513,1,0,0,0,0,1,1,0,0,0,0
2279,0,25,28965.25,9,0,9.307673,167.4564,1067.709253,1,0,0,1,0,0,0,0,0,1,0
2280,0,57,44819.67,11,1,4.582941,219.9902,921.6285886,0,1,0,0,0,1,0,0,0,1,0
2281,1,82,29906.71,8,0,7.755991,242.6326,1177.660151,0,1,0,0,1,0,1,0,0,0,0
2282,0,29,14406.17,10,1,9.557096,157.4698,1067.650921,0,1,0,1,0,0,0,0,0,1,0
2283,0,58,46986.55,13,1,5.219974,149.9778,570.5832494,1,0,0,0,0,1,0,1,0,0,0
2284,0,60,20029.65,12,1,18.13802,172.4624,1791.953298,1,0,0,1,0,0,1,0,0,0,0
2285,1,85,64074.31,13,0,3.935134,255.1372,1151.849425,1,0,0,0,0,1,0,1,0,0,0
2286,1,74,26838.78,7,0,9.049865,194.9992,1217.367061,0,1,0,0,1,0,0,0,1,0,0
2287,1,21,66758.56,12,1,5.596602,164.967,1465.141784,1,0,0,0,1,0,0,0,1,0,0
2288,0,67,91903.25,11,2,3.908371,104.9781,841.0151958,0,1,0,1,0,0,0,0,0,0,1
2289,0,43,41398.21,16,1,1.739449,152.4579,949.5030179,1,0,0,0,1,0,0,0,0,0,1
2290,1,46,53245.7,10,0,6.002744,194.9581,968.2908707,1,0,0,1,0,0,0,0,1,0,0
2291,0,26,7011.67,11,1,24.42176,162.4526,2471.127552,1,0,0,0,0,1,0,0,0,1,0
2292,0,47,19387.14,14,1,3.197618,160.0013,499.7241703,1,0,0,0,1,0,0,0,0,1,0
2293,0,86,18450.35,11,0,3.180149,114.9976,553.4713761,0,1,0,0,1,0,0,0,0,0,1
2294,1,26,113438.3,12,2,6.981941,159.9794,1403.290023,1,0,0,1,0,0,0,0,0,0,1
2295,1,32,34247.55,11,0,14.7857,210.1051,2230.867361,1,0,0,1,0,0,0,0,0,0,1
2296,0,81,34411.96,12,1,9.361841,174.9581,1511.485403,1,0,0,0,0,1,0,0,1,0,0
2297,1,48,28861.44,11,1,8.079294,245.132,1403.556394,0,1,0,0,0,1,0,0,1,0,0
2298,1,43,31221.21,11,1,9.487121,265.147,1523.207235,0,1,0,0,0,1,0,0,0,0,1
2299,0,83,63900.46,9,0,7.409149,92.5018,641.192229,1,0,0,0,0,1,0,0,0,1,0
2300,0,85,7514.44,14,1,5.111421,172.4555,655.4787829,0,0,1,0,1,0,0,0,0,1,0
2301,1,38,22570.85,8,0,4.770815,245.147,1550.381641,1,0,0,0,1,0,0,1,0,0,0
2302,1,67,1980.3,13,0,2.65459,202.4433,479.1497047,0,0,1,1,0,0,0,0,1,0,0
2303,1,55,50428.1,13,0,13.71891,225.1457,2259.182707,1,0,0,0,0,1,0,1,0,0,0
2304,1,53,34994.57,10,1,12.69435,194.9768,1444.696816,1,0,0,0,1,0,1,0,0,0,0
2305,0,52,63289.55,15,1,6.324505,104.9629,842.4625146,0,1,0,0,0,1,0,0,1,0,0
2306,0,63,55474.66,10,0,14.80965,117.4872,1844.034359,0,1,0,0,0,1,1,0,0,0,0
2307,1,29,20821.39,11,2,13.8206,119.9568,2020.782911,0,1,0,0,0,1,0,0,0,1,0
2308,1,81,2991.27,13,0,2.130946,245.147,1147.794876,0,1,0,1,0,0,0,0,0,0,1
2309,0,82,22935.07,18,0,5.885148,179.9476,635.2980162,1,0,0,0,0,1,0,0,0,0,1
2310,1,83,46635.98,10,2,12.77209,242.6573,1642.269113,1,0,0,0,1,0,0,0,0,0,1
2311,1,68,54639.21,9,0,3.112447,160.0122,560.0748491,0,1,0,0,0,1,0,0,0,1,0
2312,1,53,11926.59,14,2,6.816014,257.6375,1799.882577,0,1,0,1,0,0,0,0,1,0,0
2313,1,49,46256.13,16,1,7.367806,154.9919,1515.049953,0,1,0,0,0,1,0,0,0,0,1
2314,1,33,56003.0,11,0,21.08084,207.4811,2300.741445,1,0,0,1,0,0,0,0,0,1,0
2315,0,49,6754.78,16,0,13.15232,134.9509,1201.308416,1,0,0,0,0,1,0,0,0,1,0
2316,1,43,38691.98,10,1,1.270546,124.9607,792.7917972,1,0,0,0,0,1,0,0,0,0,1
2317,1,69,14924.39,12,1,16.56118,167.4847,2281.384323,1,0,0,1,0,0,0,0,0,1,0
2318,1,19,18088.03,15,2,12.21802,187.656,1749.384846,0,1,0,1,0,0,0,0,1,0,0
2319,0,87,20648.53,16,0,6.137692,139.9792,767.624909,1,0,0,0,1,0,0,0,0,0,1
2320,0,22,34628.88,10,2,12.82428,159.965,1557.64411,0,1,0,0,0,1,0,1,0,0,0
2321,0,70,54250.18,10,1,7.458099,172.4871,1065.848768,0,1,0,0,0,1,0,0,1,0,0
2322,1,80,111971.9,12,0,1.397042,149.9483,295.9085258,0,0,1,1,0,0,0,1,0,0,0
2323,1,60,34515.01,8,1,14.98386,257.6375,2446.187988,0,1,0,0,1,0,0,1,0,0,0
2324,0,58,9352.62,13,3,19.75809,104.9643,2006.106282,1,0,0,1,0,0,0,0,0,0,1
2325,0,32,27727.0,9,0,12.27217,132.5127,1498.47689,0,1,0,0,0,1,0,1,0,0,0
2326,1,40,26064.31,12,2,9.23286,255.1198,1903.763394,0,1,0,0,1,0,1,0,0,0,0
2327,1,47,49233.98,13,0,2.497434,207.6386,739.280489,1,0,0,0,0,1,0,0,0,1,0
2328,1,73,12610.41,21,0,15.91251,197.6288,1883.901145,0,1,0,0,1,0,0,0,1,0,0
2329,1,40,37475.72,11,1,4.527648,129.9915,1190.326671,1,0,0,1,0,0,0,0,1,0,0
2330,0,74,23302.39,8,2,3.99954,127.4738,837.2390946,1,0,0,0,1,0,0,0,0,1,0
2331,0,46,23511.45,17,1,8.133191,204.961,1158.223413,0,1,0,0,0,1,1,0,0,0,0
2332,1,60,59560.13,13,2,8.970035,245.147,1760.757293,1,0,0,0,1,0,0,0,0,0,1
2333,0,56,25996.36,11,2,1.589535,149.9928,711.8524934,1,0,0,1,0,0,1,0,0,0,0
2334,0,55,13814.44,13,1,7.88215,154.9919,1475.953048,0,1,0,0,0,1,0,1,0,0,0
2335,1,25,39681.63,16,0,4.244854,194.9768,829.6494763,0,1,0,1,0,0,0,0,0,1,0
2336,1,82,47185.23,12,1,18.65137,217.484,1904.888901,1,0,0,0,0,1,1,0,0,0,0
2337,0,51,13564.03,10,0,3.399281,107.5286,517.7918192,0,1,0,0,0,1,1,0,0,0,0
2338,0,30,15693.82,16,0,9.594746,117.5152,1183.953112,0,1,0,0,0,1,0,0,0,0,1
2340,1,63,37749.42,10,2,13.24052,159.9349,1389.232023,1,0,0,0,0,1,0,1,0,0,0
2341,1,71,24002.4,17,0,9.584536,149.9776,984.1544122,1,0,0,0,1,0,1,0,0,0,0
2342,1,38,17758.1,8,1,1.135161,220.1323,731.9309009,1,0,0,0,1,0,1,0,0,0,0
